nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT00948259,"ClinicalTrials.gov processed this data on January 31, 2020",2009-07-27,,,2009-11-10,2009-07-28,2009-07-29,Estimate,,,,,,,2009-11-10,2009-11-11,Estimate,December 2008,,2008-12-31,November 2009,2009-11-30,November 2009,Actual,2009-11-30,November 2009,Actual,2009-11-30,,Interventional,,,Safety Study of a Glycogen Synthase Kinase 3 (GSK3) Inhibitor in Patients With Alzheimer´s Disease,"Phase IIa 20 Week Double-blind, Placebo-controlled, Randomized, Escalating Dose Study to Evaluate the Safety and Tolerability of Four Oral Doses of NP031112, a Novel GSK3 Inhibitor, in Mild to Moderate Alzheimer's Disease Patients With Stable Anticholinesterasic Treatment.",Completed,,Phase 1/Phase 2,30,Actual,Noscira SA,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 18:10:37.833566,2020-02-01 18:10:37.833566,Noscira SA,Industry,NP031112,Drug
NCT03008161,"ClinicalTrials.gov processed this data on January 31, 2020",2016-12-23,,,2019-08-14,2016-12-29,2017-01-02,Estimate,,,,,,,2019-08-14,2019-08-15,Actual,December 2016,Actual,2016-12-31,August 2019,2019-08-31,"February 6, 2019",Actual,2019-02-06,"February 6, 2019",Actual,2019-02-06,,Interventional,,,Multiple Dose Safety Study of NPT088 in Patients With Mild to Moderate Probable Alzheimer's Disease,"A Phase 1 Randomized, Double-Blind, Placebo-Controlled, Multiple Dose, Dose Escalation Study of NPT088 in Patients With Probable Alzheimer's Disease",Completed,,Phase 1,83,Actual,"Proclara Biosciences, Inc.",,4,,,False,,,,True,,,,,,,,,,,Undecided,,2020-02-01 09:35:53.375769,2020-02-01 09:35:53.375769,"Proclara Biosciences, Inc.",Industry,NPT088,Drug
NCT01569516,"ClinicalTrials.gov processed this data on January 31, 2020",2012-03-30,,,2012-04-06,2012-03-30,2012-04-03,Estimate,,,,,,,2012-04-06,2012-04-09,Estimate,June 2011,,2011-06-30,May 2011,2011-05-31,October 2012,Anticipated,2012-10-31,July 2012,Anticipated,2012-07-31,,Interventional,,,Study of Octohydroaminoacridine Succinate Tablets in Patients With Alzheimer's Disease,"A Phase II, Double Blind, Placebo-controlled, Randomized, Multi-Center, Parallel Group Dose Exploring Study to Evaluate the Efficacy and Safety of Octohydroaminoacridine Succinate Tablets in Patient With Mild to Moderate Alzheimer's Disease",Unknown status,Recruiting,Phase 2,288,Anticipated,"Changchun Huayang High-tech Co., Ltd",,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 15:12:18.612653,2020-02-01 15:12:18.612653,"Changchun Huayang High-tech Co., Ltd",Industry,Octohydroaminoacridine succinate Tablets,Drug
NCT01569516,"ClinicalTrials.gov processed this data on January 31, 2020",2012-03-30,,,2012-04-06,2012-03-30,2012-04-03,Estimate,,,,,,,2012-04-06,2012-04-09,Estimate,June 2011,,2011-06-30,May 2011,2011-05-31,October 2012,Anticipated,2012-10-31,July 2012,Anticipated,2012-07-31,,Interventional,,,Study of Octohydroaminoacridine Succinate Tablets in Patients With Alzheimer's Disease,"A Phase II, Double Blind, Placebo-controlled, Randomized, Multi-Center, Parallel Group Dose Exploring Study to Evaluate the Efficacy and Safety of Octohydroaminoacridine Succinate Tablets in Patient With Mild to Moderate Alzheimer's Disease",Unknown status,Recruiting,Phase 2,288,Anticipated,"Changchun Huayang High-tech Co., Ltd",,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 15:12:18.612653,2020-02-01 15:12:18.612653,"Changchun Huayang High-tech Co., Ltd",Industry,Octohydroaminoacridine Succinate Tablets,Drug
NCT01324518,"ClinicalTrials.gov processed this data on January 31, 2020",2011-03-24,,,2014-10-20,2011-03-25,2011-03-29,Estimate,,,,,,,2014-10-20,2014-10-21,Estimate,April 2011,,2011-04-30,October 2014,2014-10-31,October 2012,Actual,2012-10-31,September 2012,Actual,2012-09-30,,Interventional,ALPO,,Safety and Efficacy of ORM-12741 in Patients With Alzheimer's Disease,Safety and Efficacy of ORM-12741 on Cognitive and Behavioral Symptoms in Patients With Alzheimer's Disease,Completed,,Phase 2,100,Actual,"Orion Corporation, Orion Pharma",,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:16:14.110927,2020-02-01 16:16:14.110927,"Orion Corporation, Orion Pharma",Industry,ORM-12741,Drug
NCT02471196,"ClinicalTrials.gov processed this data on January 31, 2020",2015-06-08,,,2018-02-14,2015-06-12,2015-06-15,Estimate,,,,,,,2018-02-14,2018-02-15,Actual,"August 14, 2015",Actual,2015-08-14,February 2018,2018-02-28,"December 4, 2017",Actual,2017-12-04,"October 9, 2017",Actual,2017-10-09,,Interventional,Nebula,,Efficacy of ORM-12741 on Agitation/Aggression Symptoms in Alzheimer's Disease,"Efficacy of ORM-12741 on Agitation/Aggression Symptoms in Patients With Alzheimer's Disease: A Randomised, Double-blind, Placebo-controlled, Parallel Group, Multicentre Study of 12 Weeks",Completed,,Phase 2,308,Actual,"Orion Corporation, Orion Pharma",,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 11:28:13.264712,2020-02-01 11:28:13.264712,"Orion Corporation, Orion Pharma",Industry,ORM-12741,Drug
NCT03867253,"ClinicalTrials.gov processed this data on January 31, 2020",2019-02-20,,,2019-12-02,2019-03-06,2019-03-07,Actual,,,,,,,2019-12-02,2019-12-03,Actual,"May 16, 2019",Actual,2019-05-16,November 2019,2019-11-30,"November 15, 2020",Anticipated,2020-11-15,"November 15, 2020",Anticipated,2020-11-15,,Interventional,ETHERAL-US,,Testing the Safety and Preliminary Efficacy of the New Drug ORY-2001 in Mild to Moderate Alzheimer's Disease,"A Multicentre,Randomised, Double-blind, Placebo-controlled, 3-arm, 24-week Parallel-group Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of ORY-2001 in Patients With Mild-moderate Alzheimer's Disease",Recruiting,,Phase 2,33,Anticipated,Oryzon Genomics S.A.,,3,,,False,,,,True,True,False,,,,,,,,,Undecided,,2020-02-01 07:14:13.743720,2020-02-01 07:14:13.743720,Oryzon Genomics S.A.,Industry,ORY-2001 High dose,Drug
NCT03867253,"ClinicalTrials.gov processed this data on January 31, 2020",2019-02-20,,,2019-12-02,2019-03-06,2019-03-07,Actual,,,,,,,2019-12-02,2019-12-03,Actual,"May 16, 2019",Actual,2019-05-16,November 2019,2019-11-30,"November 15, 2020",Anticipated,2020-11-15,"November 15, 2020",Anticipated,2020-11-15,,Interventional,ETHERAL-US,,Testing the Safety and Preliminary Efficacy of the New Drug ORY-2001 in Mild to Moderate Alzheimer's Disease,"A Multicentre,Randomised, Double-blind, Placebo-controlled, 3-arm, 24-week Parallel-group Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of ORY-2001 in Patients With Mild-moderate Alzheimer's Disease",Recruiting,,Phase 2,33,Anticipated,Oryzon Genomics S.A.,,3,,,False,,,,True,True,False,,,,,,,,,Undecided,,2020-02-01 07:14:13.743720,2020-02-01 07:14:13.743720,Oryzon Genomics S.A.,Industry,ORY-2001 Low dose,Drug
NCT00684710,"ClinicalTrials.gov processed this data on January 31, 2020",2008-05-23,,,2009-01-28,2008-05-27,2008-05-28,Estimate,,,,,,,2009-01-28,2009-01-30,Estimate,April 2008,,2008-04-30,January 2009,2009-01-31,August 2008,Actual,2008-08-31,August 2008,Actual,2008-08-31,,Interventional,,,"Study Evaluating the Safety, Tolerability and Activity of One Dose of PAZ-417 Given to Healthy Japanese Subjects","Ascending Single Dose Study of the Safety, Tolerability, and Pharmacokinetics of PAZ 417 Administered Orally to Healthy Young Japanese Male and Healthy Elderly Japanese Male Subjects",Completed,,Phase 1,56,Anticipated,Wyeth is now a wholly owned subsidiary of Pfizer,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:28:29.702780,2020-02-01 19:28:29.702780,Wyeth is now a wholly owned subsidiary of Pfizer,Industry,PAZ-417,Drug
NCT01028911,"ClinicalTrials.gov processed this data on January 31, 2020",2009-12-07,2014-04-09,,2014-05-16,2009-12-08,2009-12-09,Estimate,2014-05-16,2014-06-04,Estimate,,,,2014-05-16,2014-06-04,Estimate,December 2009,,2009-12-31,May 2014,2014-05-31,May 2010,Actual,2010-05-31,May 2010,Actual,2010-05-31,,Interventional,,Safety population included all participants who took at least 1 dose of study drug.,"A Study to Evaluate the Safety, Tolerability, and Blood Levels of PF-03654746 in Subjects With Mild to Moderate Alzheimer's Disease","A Phase 1, Double-Blind, Placebo-Controlled, Sponsor-Open, Randomized, Multiple Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of PF-03654746 in Mild to Moderate Alzheimer's Disease Patients on Stable Donepezil Therapy",Terminated,,Phase 1,9,Actual,Pfizer,The study was terminated early due to slow recruitment and the need to use the existing information to determine dosing for another study.,2,,"This study terminated 27Apr2010 due to slow recruitment and the need to use the existing
    information to determine dosing for another study.",False,,,,False,,,,,,,,,,,,,2020-02-01 17:42:14.368255,2020-02-01 17:42:14.368255,Pfizer,Industry,PF-03654746,Drug
NCT00930059,"ClinicalTrials.gov processed this data on January 31, 2020",2009-06-29,,2013-04-09,2013-04-09,2009-06-29,2009-06-30,Estimate,,,,2013-04-09,2013-04-16,Estimate,2013-04-09,2013-04-16,Estimate,September 2009,,2009-09-30,April 2013,2013-04-30,September 2010,Actual,2010-09-30,September 2010,Actual,2010-09-30,,Interventional,,,A Study Of PF-04447943 Compared To Placebo In Subjects With Mild To Moderate Alzheimer's Disease,"A Phase 2 Multicenter, Double-Blind, Placebo-Controlled, Parallel Group Study Of PF-04447943 In Subjects With Mild To Moderate Alzheimer's Disease",Completed,,Phase 2,198,Actual,Pfizer,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:16:09.262269,2020-02-01 18:16:09.262269,Pfizer,Industry,PF-04447943,Drug
NCT00988598,"ClinicalTrials.gov processed this data on January 31, 2020",2009-10-01,,,2010-08-05,2009-10-01,2009-10-02,Estimate,,,,,,,2010-08-05,2010-08-09,Estimate,October 2009,,2009-10-31,August 2010,2010-08-31,July 2010,Actual,2010-07-31,July 2010,Actual,2010-07-31,,Interventional,,,"A Brief Study To Evaluate The Safety, Tolerability, And Blood Levels Of Multiple Doses Of PF-044467943 Or Placebo In Combination With Donepezil In Subjects With Mild To Moderate Alzheimer's Disease","A Phase 1, Double-Blind, Placebo-Controlled, Sponsor Open, Randomized, Multiple Dose Study To Evaluate The Safety, Tolerability, And Pharmacokinetics Of PF-04447943 In Mild To Moderate Alzheimer's Disease Subjects On Stable Donepezil Therapy",Completed,,Phase 1,15,Actual,Pfizer,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 17:55:55.298687,2020-02-01 17:55:55.298687,Pfizer,Industry,PF-04447943,Drug
NCT00566397,"ClinicalTrials.gov processed this data on January 31, 2020",2007-11-29,,2013-03-19,2018-11-28,2007-11-29,2007-12-03,Estimate,,,,2013-03-19,2013-03-25,Estimate,2018-11-28,2018-11-30,Actual,December 2007,,2007-12-31,November 2018,2018-11-30,December 2010,Actual,2010-12-31,December 2010,Actual,2010-12-31,,Interventional,,,A Phase 2 Study Evaluating The Efficacy And Safety Of PF 04494700 In Mild To Moderate Alzheimer's Disease,"A Double Blind, Placebo Controlled, Randomized, Multicenter Study Evaluating The Efficacy And Safety Of Eighteen Months Of Treatment With PF 04494700 (TTP488) In Participants With Mild To Moderate Alzheimer's Disease",Completed,,Phase 2,402,Actual,Pfizer,,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:02:38.629333,2020-02-01 20:02:38.629333,Pfizer,Industry,PF-04494700,Drug
NCT00141661,"ClinicalTrials.gov processed this data on January 31, 2020",2005-08-30,,,2009-08-19,2005-08-30,2005-09-01,Estimate,,,,,,,2009-08-19,2009-08-20,Estimate,October 2005,,2005-10-31,August 2009,2009-08-31,June 2006,Actual,2006-06-30,June 2006,Actual,2006-06-30,,Interventional,,,A Safety and Tolerability Evaluation of Two 10-Week Dose Regimens of Orally-Administered PF-04494700 in Alzheimer's Patients,"A Double-Blind, Randomized, Placebo-Controlled, Phase IIa, Multiple Dose, Multicenter Study in Subjects With Mild to Moderate Dementia of the Alzheimer's Type to Evaluate the Safety and Tolerability of Two 10-Week Dose Regimens of Orally-Administered PF-04494700",Completed,,Phase 2,67,Actual,Pfizer,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 22:05:05.719845,2020-02-01 22:05:05.719845,Pfizer,Industry,PF-04494700 - High Dose Arm,Drug
NCT00141661,"ClinicalTrials.gov processed this data on January 31, 2020",2005-08-30,,,2009-08-19,2005-08-30,2005-09-01,Estimate,,,,,,,2009-08-19,2009-08-20,Estimate,October 2005,,2005-10-31,August 2009,2009-08-31,June 2006,Actual,2006-06-30,June 2006,Actual,2006-06-30,,Interventional,,,A Safety and Tolerability Evaluation of Two 10-Week Dose Regimens of Orally-Administered PF-04494700 in Alzheimer's Patients,"A Double-Blind, Randomized, Placebo-Controlled, Phase IIa, Multiple Dose, Multicenter Study in Subjects With Mild to Moderate Dementia of the Alzheimer's Type to Evaluate the Safety and Tolerability of Two 10-Week Dose Regimens of Orally-Administered PF-04494700",Completed,,Phase 2,67,Actual,Pfizer,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 22:05:05.719845,2020-02-01 22:05:05.719845,Pfizer,Industry,PF-04494700 - Low Dose Arm,Drug
NCT01712074,"ClinicalTrials.gov processed this data on January 31, 2020",2012-10-19,2016-08-26,,2017-01-30,2012-10-19,2012-10-23,Estimate,2017-01-30,2017-03-20,Actual,,,,2017-01-30,2017-03-20,Actual,November 2012,,2012-11-30,January 2017,2017-01-31,September 2015,Actual,2015-09-30,September 2015,Actual,2015-09-30,,Interventional,,One (1) of participant randomized but not treated appeared under placebo run-in including his/her discontinued and safety information,Study Evaluating TheSafety And Efficacy Of PF-05212377 Or Placebo In Subjects With Alzheimer's Disease With Existing Neuropsychiatric Symptoms On Donepezil,"A Randomized, 18-week, Placebo-controlled, Double-blind, Parallel Group Study Of The Safety And Efficacy Of Pf-05212377 (Sam-760) In Subjects With Mild-to-moderate Alzheimer's Disease With Existing Neuropsychiatric Symptoms On A Stable Daily Dose Of Donepezil",Terminated,,Phase 2,186,Actual,Pfizer,,2,,"The study was terminated October 23, 2015 as pre-specified, interim analysis futility criteria
    were met. The termination was not due to safety concerns.",False,,,,True,,,,,,,,,,,,,2020-02-01 14:35:19.013899,2020-02-01 14:35:19.013899,Pfizer,Industry,PF-05212377 (SAM-760),Drug
NCT02380573,"ClinicalTrials.gov processed this data on January 31, 2020",2015-02-24,,,2019-05-06,2015-02-27,2015-03-05,Estimate,,,,,,,2019-05-06,2019-05-08,Actual,July 2015,,2015-07-31,April 2019,2019-04-30,July 2023,Anticipated,2023-07-31,July 2022,Anticipated,2022-07-31,,Interventional,MB2,,"Effects of Methylene Blue in Healthy Aging, Mild Cognitive Impairment and Alzheimer's Disease","Cognitive and Functional Connectivity Effects of Methylene Blue in Healthy Aging, Mild Cognitive Impairment and Alzheimer's Disease",Suspended,,Phase 2,117,Actual,The University of Texas Health Science Center at San Antonio,,8,,Pending enrollment of new subjects if new funding obtained,False,,,,True,,,,,,,,,,,,,2020-02-01 11:48:30.714225,2020-02-01 11:48:30.714225,The University of Texas Health Science Center at San Antonio,Other,Phenazopyridine hydrochloride,Drug
NCT02992132,"ClinicalTrials.gov processed this data on January 31, 2020",2016-12-12,2019-01-25,,2019-03-07,2016-12-13,2016-12-14,Estimate,2019-03-07,2019-03-28,Actual,,,,2019-03-07,2019-03-28,Actual,November 2016,,2016-11-30,March 2019,2019-03-31,"February 16, 2018",Actual,2018-02-16,"January 25, 2018",Actual,2018-01-25,,Interventional,,All patients randomized,Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Agitation and Aggression in Alzheimer's Disease (SERENE),"A Double-Blind, Placebo-Controlled Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Agitation and Aggression in Alzheimer's Disease",Terminated,,Phase 2,111,Actual,ACADIA Pharmaceuticals Inc.,"The original study (n=432) was powered to detect a treatment effect on CMAI, however recruitment was discontinued early for business reasons and amended accordingly The final study (n=111) was no longer adequately powered to detect a treatment effect",3,,,False,,,,True,,,,,,,,,,,No,,2020-02-01 09:38:59.986951,2020-02-01 09:38:59.986951,ACADIA Pharmaceuticals Inc.,Industry,Pimavanserin 20 mg,Drug
NCT02992132,"ClinicalTrials.gov processed this data on January 31, 2020",2016-12-12,2019-01-25,,2019-03-07,2016-12-13,2016-12-14,Estimate,2019-03-07,2019-03-28,Actual,,,,2019-03-07,2019-03-28,Actual,November 2016,,2016-11-30,March 2019,2019-03-31,"February 16, 2018",Actual,2018-02-16,"January 25, 2018",Actual,2018-01-25,,Interventional,,All patients randomized,Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Agitation and Aggression in Alzheimer's Disease (SERENE),"A Double-Blind, Placebo-Controlled Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Agitation and Aggression in Alzheimer's Disease",Terminated,,Phase 2,111,Actual,ACADIA Pharmaceuticals Inc.,"The original study (n=432) was powered to detect a treatment effect on CMAI, however recruitment was discontinued early for business reasons and amended accordingly The final study (n=111) was no longer adequately powered to detect a treatment effect",3,,,False,,,,True,,,,,,,,,,,No,,2020-02-01 09:38:59.986951,2020-02-01 09:38:59.986951,ACADIA Pharmaceuticals Inc.,Industry,Pimavanserin 34 mg,Drug
NCT02035553,"ClinicalTrials.gov processed this data on January 31, 2020",2014-01-13,2017-09-28,,2017-09-28,2014-01-13,2014-01-14,Estimate,2017-09-28,2017-10-25,Actual,,,,2017-09-28,2017-10-25,Actual,November 2013,,2013-11-30,September 2017,2017-09-30,"October 27, 2016",Actual,2016-10-27,"September 28, 2016",Actual,2016-09-28,,Interventional,,,A Study of the Safety and Efficacy of Pimavanserin in Patients With Alzheimer's Disease Psychosis,"A Single Center, Double-Blind, Placebo-Controlled Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Psychosis in Alzheimer's Disease",Completed,,Phase 2,181,Actual,ACADIA Pharmaceuticals Inc.,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 13:09:51.019135,2020-02-01 13:09:51.019135,ACADIA Pharmaceuticals Inc.,Industry,Pimavanserin tartrate,Drug
NCT00982202,"ClinicalTrials.gov processed this data on January 31, 2020",2009-09-22,,,2009-09-22,2009-09-22,2009-09-23,Estimate,,,,,,,2009-09-22,2009-09-23,Estimate,January 2002,,2002-01-31,September 2009,2009-09-30,January 2005,Actual,2005-01-31,January 2005,Actual,2005-01-31,,Interventional,,,Pioglitazone in Alzheimer Disease,Pioglitazone in Alzheimer Disease Progression,Completed,,Phase 2,25,Actual,National Institute on Aging (NIA),,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:59:55.966871,2020-02-01 17:59:55.966871,National Institute on Aging (NIA),NIH,pioglitazone,Drug
NCT01931566,"ClinicalTrials.gov processed this data on January 31, 2020",2013-08-26,2019-07-22,,2019-08-29,2013-08-26,2013-08-29,Estimate,2019-07-22,2019-08-14,Actual,,,,2019-08-29,2019-09-16,Actual,"August 1, 2013",Actual,2013-08-01,August 2019,2019-08-31,"September 6, 2018",Actual,2018-09-06,"July 24, 2018",Actual,2018-07-24,,Interventional,TOMMORROW,Randomized Set included all participants who were randomized in the study.,Biomarker Qualification for Risk of Mild Cognitive Impairment (MCI) Due to Alzheimer's Disease (AD) and Safety and Efficacy Evaluation of Pioglitazone in Delaying Its Onset,"A Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Simultaneously Qualify a Biomarker Algorithm for Prognosis of Risk of Developing Mild Cognitive Impairment Due to Alzheimer's Disease (MCI Due to AD) and to Test the Safety and Efficacy of Pioglitazone (AD-4833 SR 0.8 mg QD) to Delay the Onset of MCI Due to AD in Cognitively Normal Subjects",Terminated,,Phase 3,3494,Actual,Takeda,,3,,Lack of efficacy of the drug; no safety concern,False,,,,True,,,,,,,,,,,Yes,"Takeda makes patient-level, de-identified data sets and associated documents available for all interventional studies after applicable marketing approvals and commercial availability have been received (or program is completely terminated), an opportunity for the primary publication of the research and final report development has been allowed, and other criteria have been met as set forth in Takeda's Data Sharing Policy (see www.TakedaClinicalTrials.com for details). To obtain access, researchers must submit a legitimate academic research proposal for adjudication by an independent review panel, who will review the scientific merit of the research and the requestor's qualifications and conflict of interest that can result in potential bias. Once approved, qualified researchers who sign a data sharing agreement are provided access to these data in a secure research environment.",2020-02-01 13:37:58.521166,2020-02-01 13:37:58.521166,Takeda,Industry,Pioglitazone,Drug
NCT02284906,"ClinicalTrials.gov processed this data on January 31, 2020",2014-11-04,2019-05-07,,2019-06-11,2014-11-04,2014-11-06,Estimate,2019-06-11,2019-07-02,Actual,,,,2019-06-11,2019-07-02,Actual,"February 12, 2015",Actual,2015-02-12,June 2019,2019-06-30,"May 8, 2018",Actual,2018-05-08,"January 31, 2018",Actual,2018-01-31,,Interventional,,Safety analysis set included all participants who received at least 1 dose of blinded study medication.,AD-4833/TOMM40_303 Extension Study of the Safety and Efficacy of Pioglitazone to Slow Cognitive Decline in Participants With Mild Cognitive Impairment Due to Alzheimer Disease,A Blinded Long-term Extension Study to Evaluate the Safety and Efficacy of Pioglitazone (AD-4833 Sustained Release 0.8 mg Daily) to Slow the Progression of Cognitive Decline in Subjects Who Have Completed the AD-4833/TOMM40_301 Study With Diagnosis of Mild Cognitive Impairment Due to Alzheimer Disease,Terminated,,Phase 3,40,Actual,Takeda,,2,,Lack of efficacy of the drug; no safety concern,False,,,,True,True,,,,,,,,,,Yes,"Takeda makes patient-level, de-identified data sets and associated documents available after applicable marketing approvals and commercial availability have been received, an opportunity for the primary publication of the research has been allowed, and other criteria have been met as set forth in Takeda's Data Sharing Policy (see www.TakedaClinicalTrials.com/Approach for details). To obtain access, researchers must submit a legitimate academic research proposal for adjudication by an independent review panel, who will review the scientific merit of the research and the requestor's qualifications and conflict of interest that can result in potential bias. Once approved, qualified researchers who sign a data sharing agreement are provided access to these data in a secure research environment.",2020-02-01 12:10:02.597766,2020-02-01 12:10:02.597766,Takeda,Industry,Pioglitazone,Drug
NCT01931566,"ClinicalTrials.gov processed this data on January 31, 2020",2013-08-26,2019-07-22,,2019-08-29,2013-08-26,2013-08-29,Estimate,2019-07-22,2019-08-14,Actual,,,,2019-08-29,2019-09-16,Actual,"August 1, 2013",Actual,2013-08-01,August 2019,2019-08-31,"September 6, 2018",Actual,2018-09-06,"July 24, 2018",Actual,2018-07-24,,Interventional,TOMMORROW,Randomized Set included all participants who were randomized in the study.,Biomarker Qualification for Risk of Mild Cognitive Impairment (MCI) Due to Alzheimer's Disease (AD) and Safety and Efficacy Evaluation of Pioglitazone in Delaying Its Onset,"A Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Simultaneously Qualify a Biomarker Algorithm for Prognosis of Risk of Developing Mild Cognitive Impairment Due to Alzheimer's Disease (MCI Due to AD) and to Test the Safety and Efficacy of Pioglitazone (AD-4833 SR 0.8 mg QD) to Delay the Onset of MCI Due to AD in Cognitively Normal Subjects",Terminated,,Phase 3,3494,Actual,Takeda,,3,,Lack of efficacy of the drug; no safety concern,False,,,,True,,,,,,,,,,,Yes,"Takeda makes patient-level, de-identified data sets and associated documents available for all interventional studies after applicable marketing approvals and commercial availability have been received (or program is completely terminated), an opportunity for the primary publication of the research and final report development has been allowed, and other criteria have been met as set forth in Takeda's Data Sharing Policy (see www.TakedaClinicalTrials.com for details). To obtain access, researchers must submit a legitimate academic research proposal for adjudication by an independent review panel, who will review the scientific merit of the research and the requestor's qualifications and conflict of interest that can result in potential bias. Once approved, qualified researchers who sign a data sharing agreement are provided access to these data in a secure research environment.",2020-02-01 13:37:58.521166,2020-02-01 13:37:58.521166,Takeda,Industry,Pioglitazone placebo,Drug
NCT02615002,"ClinicalTrials.gov processed this data on January 31, 2020",2015-11-18,,,2019-08-20,2015-11-22,2015-11-25,Estimate,,,,,,,2019-08-20,2019-08-21,Actual,November 2015,,2015-11-30,August 2019,2019-08-31,"November 30, 2019",Anticipated,2019-11-30,November 2019,Anticipated,2019-11-30,,Interventional,,,Safety and Efficacy of Piromelatine in Mild Alzheimer's Disease Patients (ReCOGNITION),"Randomized, Double-blind, Parallel-group, Placebo-controlled, Dose Ranging Study of Piromelatine in Patients With Mild Dementia Due to Alzheimer's Disease","Active, not recruiting",,Phase 2,500,Anticipated,Neurim Pharmaceuticals Ltd.,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 10:55:14.266636,2020-02-01 10:55:14.266636,Neurim Pharmaceuticals Ltd.,Industry,Piromelatine,Drug
NCT00555204,"ClinicalTrials.gov processed this data on January 31, 2020",2007-11-07,,2011-08-19,2011-08-19,2007-11-07,2007-11-08,Estimate,,,,2011-08-19,2011-08-23,Estimate,2011-08-19,2011-08-23,Estimate,November 2007,,2007-11-30,August 2011,2011-08-31,,,,June 2009,Actual,2009-06-30,,Interventional,,,Safety and Efficacy Study of ABT-089 in Adults With Mild to Moderate Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled Study Using a Bayesian Adaptive Design to Evaluate the Efficacy and Safety of ABT-089 in Subjects With Mild-to-Moderate Alzheimer's Disease on Stable Doses of Acetylcholinesterase Inhibitors",Terminated,,Phase 2,337,Actual,Abbott,,7,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:06:30.241600,2020-02-01 20:06:30.241600,Abbott,Industry,placebo,Drug
NCT00602680,"ClinicalTrials.gov processed this data on January 31, 2020",2008-01-16,,,2009-07-17,2008-01-16,2008-01-28,Estimate,,,,,,,2009-07-17,2009-07-20,Estimate,January 2008,,2008-01-31,July 2009,2009-07-31,July 2008,Actual,2008-07-31,July 2008,Actual,2008-07-31,,Interventional,,,Effect on Cognitive Performance and Safety/Tolerability of SSR180711C in Mild Alzheimer's Disease,"A Multicenter, Double-blind, Parallel-group, Placebo-controlled Study of the Effect on Cognitive Performance and Safety/Tolerability of SSR180711C for 4 Weeks, Using Donepezil as Calibrator, in Patients With Mild Alzheimer's Disease",Terminated,,Phase 2,1,Actual,Sanofi,,5,,Insufficient expected benefit risk,False,,,,True,,,,,,,,,,,,,2020-02-01 19:52:44.951641,2020-02-01 19:52:44.951641,Sanofi,Industry,placebo,Drug
